ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
GAD051034387,GA,074,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/24/1989,N  
GAD051034387,GA,075,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,11/18/1988,N  
GAD051034387,GA,077,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/27/1989,N  
GAD051034387,GA,078,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/26/1989,N  
GAD051034387,GA,080,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/14/1989,N  
GAD051034387,GA,071,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/09/1989,N  
GAD048711857,GA,006,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/25/1988,N  
GAD048711857,GA,008,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/04/1990,N  
GAD048711972,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/03/1986,N  
GAD048711972,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/11/1997,Y  
GAD048711972,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/18/1988,N  
GAD048718191,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/24/1986,N  
GAD048718191,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/22/1988,N  
GAD048718191,GA,004,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/08/1990,N  
GAD047958343,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,07/03/1996,N  
GAD047958343,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/23/1997,N  
GAD051034387,GA,084,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/20/1989,N  
GAD051034387,GA,086,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/19/1990,N  
GAD051034387,GA,087,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/22/1990,Y  
GAD051034387,GA,089,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/20/1990,N  
GAD051034387,GA,090,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/20/1990,N  
GAD051034387,GA,092,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,08/06/1990,N  
GAD051034387,GA,094,CDI,CASE DEVELOPMENT INSPECTION,E  ,02/06/1991,N  
GAD051034387,GA,095,CDI,CASE DEVELOPMENT INSPECTION,E  ,02/21/1991,N  
GAD051036937,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/23/1989,N  
GAD051044683,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/07/1986,N  
GAD051210052,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/22/1986,N  
GAD053109971,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/19/2003,N  
GAD053109971,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,08/19/2003,N  
GAD053354486,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/12/1986,N  
GAD053354486,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/29/1993,N  
GAD053354486,GA,003,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/22/1988,N  
GAD053354486,GA,005,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/09/1990,N  
GAD053611273,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/27/1992,Y  
GAD054201801,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,X  ,09/26/2001,N  
GAD054202916,GA,001,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,06/20/1984,N  
GAD051034387,GA,007,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/10/1985,N  
GAD048702294,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/13/1990,N  
GAD048708044,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/29/1991,Y  
GAD042097261,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/20/1994,N  
GAD042097261,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/29/1984,N  
GAD981021983,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/16/1996,N  
GAD981022031,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/1992,N  
GAD981219967,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/17/1995,Y  
GAD981219967,GA,001,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,04/02/1997,N  
GAD981219967,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/26/1998,Y  
GAD981219967,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/25/1991,Y  
GAD981219975,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/17/1994,N  
GAD981220098,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/25/1989,N  
GAD981220098,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/14/1989,N  
GAD981220155,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/08/1988,N  
GAD981220189,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/02/1992,Y  
GAD981220221,GA,001,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,04/26/2000,N  
GAD981220247,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/20/1988,Y  
GAD981220247,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/05/1993,N  
GAD981018831,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/10/1995,N  
GAD981018831,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/03/1999,N  
GAD981018831,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/24/2000,N  
GAD981018831,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/17/2003,N  
GAD981018849,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/27/1988,N  
GAD981018849,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/14/1990,N  
GAD981018955,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/08/1994,N  
GAD981019425,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/07/1992,N  
GAD981019771,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/19/2001,U  
GAD981021074,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/16/1985,Y  
GAD981021165,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/15/1988,N  
GAD981021181,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/06/1993,Y  
GAD981021256,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/29/1992,Y  
GAD981021256,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/30/1992,N  
GAD981021256,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/17/1994,N  
GAD981021256,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/26/1999,N  
GAD981021256,GA,001,FUI,FOLLOW-UP INSPECTION,S  ,04/19/1999,N  
GAD981021314,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/15/1988,N  
GAD981021314,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/30/1992,N  
GAD981021314,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/30/1993,N  
GAD980847479,GA,001,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,05/20/2003,N  
GAD980847479,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/16/2004,Y  
GAD980847479,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,04/25/1988,N  
GAD980847479,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/09/1989,N  
GAD980847479,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/08/1998,N  
GAD980847479,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/26/2000,U  
GAD049714579,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/15/1996,N  
GAD056266539,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/21/2006,N  
GAD056275555,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/21/1986,N  
GAD057265027,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/08/1988,N  
GAD057270274,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/28/1983,Y  
GAD057270274,GA,002,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,11/27/1984,Y  
GAD054223649,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/08/1984,N  
GAD054223649,GA,002,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,05/28/1985,N  
GAD054223649,GA,003,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,07/31/1985,N  
GAD054223649,GA,004,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/08/1986,N  
GAD054223987,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/07/1986,N  
GAD054223987,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/21/2001,N  
GAD054223987,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/21/2001,N  
GAD054228432,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/22/1985,Y  
GAD054228432,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/31/1991,Y  
GAD054228432,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/14/1993,Y  
GAD054228432,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/01/1995,N  
GAD054228432,GA,003,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,11/07/1985,N  
GAD054228432,GA,004,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/21/1986,N  
GAD050766401,GA,015,FRR,FINANCIAL RECORD REVIEW,S  ,08/05/1985,N  
GAD050766401,GA,017,FRR,FINANCIAL RECORD REVIEW,S  ,10/25/1985,Y  
GAD049686926,GA,004,NRR,NON-FINANCIAL RECORD REVIEW,X  ,07/05/1985,N  
GAD049686926,GA,006,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,05/04/1988,Y  
GAD049686926,GA,007,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,08/12/1988,N  
GAD049686926,GA,009,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/13/1990,N  
GAD049686926,GA,010,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/22/1991,Y  
GAD049690845,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,10/24/1990,Y  
GAD049696792,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/29/1998,N  
GAD049696792,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/29/1998,N  
GAD049696792,GA,APT,CEI,COMPLIANCE EVALUATION INSPECTION,X  ,09/28/1998,N  
GAD049702046,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/1992,N  
GAD049702046,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/02/1994,Y  
GAD042125146,GA,026,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/21/1985,Y  
GAD042125146,GA,028,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/09/1986,N  
GAD042125146,GA,029,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/17/1985,Y  
GAD042125146,GA,031,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/22/1986,N  
GAD042125146,GA,032,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/27/1986,N  
GAD042125146,GA,034,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/03/1986,Y  
GAD042125146,GA,035,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/28/1987,Y  
GAD042125146,GA,037,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/23/1986,N  
GAD042125146,GA,038,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/23/1986,N  
GAD042125146,GA,040,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/03/1987,N  
GAD042125146,GA,042,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/02/1988,N  
GAD042125146,GA,043,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,07/06/1988,N  
GAD042125146,GA,045,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/13/1988,N  
GAD042125146,GA,046,FRR,FINANCIAL RECORD REVIEW,S  ,06/15/1989,N  
GAD048708572,GA,011,FRR,FINANCIAL RECORD REVIEW,S  ,04/24/1987,N  
GAD003324944,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/14/1993,N  
GAD003324944,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/31/1996,N  
GAD003324944,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/08/1996,N  
GAD003324944,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,11/21/1996,N  
GAD003324944,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/19/1998,N  
GAD003324944,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/10/1998,N  
GAD003324944,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/28/1999,N  
GAD003324944,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/28/2000,N  
GAD004501862,GA,003,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/11/1988,N  
GAD004872602,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/20/1988,N  
GAD005379698,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/13/1990,N  
GAD005808282,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/27/1997,Y  
GAD006190425,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/08/1986,N  
GAD006190425,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/27/1988,N  
GAD006794481,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/08/1994,N  
GAD006900831,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/09/1993,N  
GAD006920417,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/06/1985,N  
GAD006920417,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/29/1999,N  
GAD006924872,GA,000,CEI,COMPLIANCE EVALUATION INSPECTION,X  ,09/22/1993,N  
GAD006924872,GA,000,CEI,COMPLIANCE EVALUATION INSPECTION,X  ,04/13/1994,N  
GAD006924872,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/14/1991,N  
GAD006924872,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/25/1991,Y  
GAD004065520,GA,030,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/09/1983,Y  
GAD004065520,GA,031,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/09/1984,N  
GAD004065520,GA,032,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/04/1985,N  
GAD004065520,GA,033,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/18/1985,Y  
GAD004065520,GA,034,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/20/1985,N  
GAD003323805,GA,025,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/12/1986,N  
GAD003323805,GA,028,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/30/1987,N  
GAD003323805,GA,029,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/02/1982,Y  
GAD003323805,GA,031,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/29/1984,N  
GAD003323805,GA,032,FRR,FINANCIAL RECORD REVIEW,S  ,10/24/1985,N  
GAD003323805,GA,034,FRR,FINANCIAL RECORD REVIEW,S  ,08/10/1984,N  
GAD003323805,GA,035,FRR,FINANCIAL RECORD REVIEW,S  ,04/11/1984,N  
GAD003323805,GA,037,FRR,FINANCIAL RECORD REVIEW,S  ,05/31/1983,N  
GAD003323805,GA,038,FRR,FINANCIAL RECORD REVIEW,S  ,05/02/1983,N  
GAD003323805,GA,040,FRR,FINANCIAL RECORD REVIEW,S  ,10/09/1986,N  
GAD003323805,GA,042,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/12/1988,N  
GAD003323805,GA,043,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/13/1988,N  
GAD003323805,GA,045,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/11/1988,N  
GAD003323805,GA,046,GME,GROUNDWATER MONITORING EVALUATION,S  ,03/17/1988,N  
GAD003323805,GA,048,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/13/1988,N  
GAD003323805,GA,049,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,05/24/1988,N  
GAD003323805,GA,051,FRR,FINANCIAL RECORD REVIEW,S  ,09/30/1988,Y  
GAD003323805,GA,052,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/23/1989,Y  
GAD003323805,GA,054,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/29/1989,Y  
GAD042097261,GA,004,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/12/1984,N  
GAD042097261,GA,005,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/14/1986,N  
GAD042097261,GA,007,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/29/1986,Y  
GAD042097261,GA,008,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/11/1986,N  
GAD042097261,GA,010,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/10/1989,Y  
GAD042097261,GA,011,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/10/1989,N  
GAD042097261,GA,015,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,07/10/1990,N  
GAD042097261,GA,016,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/08/1991,N  
GAD042100990,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,10/18/2005,Y  
GAD048708572,GA,001,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,03/30/1999,N  
GAD048708572,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/19/2001,N  
GAD048708572,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/13/1987,N  
GAD047608245,GA,003,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/11/1988,N  
GAD047608245,GA,004,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,02/16/1989,Y  
GAD047608245,GA,005,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/21/1990,N  
GAD047608245,GA,006,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,11/13/1990,Y  
GAD047608245,GA,008,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/02/1991,N  
GAD047614425,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/27/1984,N  
GAD047750229,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/21/1990,N  
GAD047750229,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/06/1999,Y  
GAD047750229,GA,001,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,02/28/2000,N  
GAD047750229,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/06/2005,U  
GAD047750229,GA,002,SNY,SIGNIFICANT NON-COMPLIER,S  ,05/06/1999,N  
GAD047929898,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/19/2003,N  
GAD047937982,GA,000,CEI,COMPLIANCE EVALUATION INSPECTION,X  ,11/05/1991,N  
GAD047937982,GA,001,FUI,FOLLOW-UP INSPECTION,S  ,01/05/1993,N  
GAD047937982,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/05/1993,N  
GAD041013657,GA,018,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/17/1984,N  
GAD041013657,GA,020,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/13/1986,N  
GAD041013657,GA,021,GME,GROUNDWATER MONITORING EVALUATION,S  ,09/19/1984,N  
GAD041013657,GA,024,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/20/1986,N  
GAD041013657,GA,025,CEI,COMPLIANCE EVALUATION INSPECTION,X  ,09/04/1985,N  
GAD041013657,GA,027,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/31/1986,Y  
GAD041013657,GA,028,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/12/1986,N  
GAD041013657,GA,030,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/17/1986,N  
GAD041013657,GA,031,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,11/04/1986,N  
GAD041013657,GA,033,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/24/1986,N  
GAD041011099,GA,026,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/03/1986,N  
GAD041011099,GA,027,FRR,FINANCIAL RECORD REVIEW,S  ,01/07/1986,Y  
GAD041011099,GA,028,FRR,FINANCIAL RECORD REVIEW,S  ,06/24/1987,N  
GAD041011099,GA,029,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/24/1986,Y  
GAD041011099,GA,030,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/16/1987,N  
GAD041011099,GA,031,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/04/1987,N  
GAD041011099,GA,032,GME,GROUNDWATER MONITORING EVALUATION,S  ,07/28/1987,N  
GAD033842543,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/29/1991,Y  
GAD033842543,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,07/23/1991,N  
GAD048708572,GA,012,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/08/1988,N  
GAD048708572,GA,013,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/13/1989,N  
GAD048708572,GA,015,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/16/1990,N  
GAD048709372,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/09/1984,Y  
GAD048709372,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/06/1999,N  
GAD048709372,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/09/2003,Y  
GAD042125146,GA,001,FRR,FINANCIAL RECORD REVIEW,C  ,02/17/2006,N  
GAD042125146,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/08/1995,Y  
GAD042125146,GA,002,SNY,SIGNIFICANT NON-COMPLIER,S  ,11/09/1999,N  
GAD042125146,GA,002,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,09/04/2002,N  
GAD041013657,GA,034,FRR,FINANCIAL RECORD REVIEW,S  ,01/16/1985,Y  
GAD041013657,GA,035,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/26/1987,Y  
GAD041013657,GA,036,FRR,FINANCIAL RECORD REVIEW,S  ,10/28/1987,N  
GAD041013657,GA,037,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/29/1988,N  
GAD041013657,GA,038,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/28/1988,N  
GAD041013657,GA,039,GME,GROUNDWATER MONITORING EVALUATION,S  ,05/11/1988,N  
GAD041013657,GA,040,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/12/1988,Y  
GAD041013657,GA,041,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/28/1989,Y  
GAD041013657,GA,042,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/28/1990,N  
GAD041013657,GA,043,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,12/12/1990,N  
GAD041013657,GA,044,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/05/1991,Y  
GAD041531500,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/23/1987,Y  
GAD041531500,GA,003,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/03/1988,N  
GAD033842543,GA,032,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/21/1990,Y  
GAD033842543,GA,APT,CEI,COMPLIANCE EVALUATION INSPECTION,X  ,03/11/1992,N  
GAD033842543,GA,APT,CEI,COMPLIANCE EVALUATION INSPECTION,X  ,07/27/2000,N  
GAD033842543,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/01/1993,Y  
GAD033842543,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/26/1993,N  
GAD033842543,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,10/28/1993,N  
GAD033842543,GA,001,FRR,FINANCIAL RECORD REVIEW,S  ,11/22/1993,N  
GAD033842543,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/17/1994,Y  
GAD033842543,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/04/1994,N  
GAD033842543,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/10/1994,N  
GAD033734716,GA,001,SNY,SIGNIFICANT NON-COMPLIER,S  ,09/09/1997,N  
GAD033734716,GA,001,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,09/12/1997,N  
GAD033734716,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/26/1998,N  
GAD033734716,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/17/1998,N  
GAD033842543,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/21/1998,N  
GAD006924872,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/18/2003,N  
GAD006924872,GA,001,FRR,FINANCIAL RECORD REVIEW,S  ,05/13/2004,N  
GAD006924872,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/19/2004,Y  
GAD006924872,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/16/2005,N  
GAD006924872,GA,001,FRR,FINANCIAL RECORD REVIEW,C  ,02/17/2006,N  
GAD006924872,GA,002,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,04/29/1993,N  
GAD003323805,GA,055,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/05/1990,Y  
GAD003302031,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/17/1984,N  
GAD003302031,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/21/1986,N  
GAD003302049,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/30/1984,N  
GAD003302049,GA,003,FRR,FINANCIAL RECORD REVIEW,S  ,11/05/1985,N  
GAD003302049,GA,004,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/20/1985,Y  
GAD003302049,GA,006,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,10/03/1986,N  
GAD003302049,GA,007,FRR,FINANCIAL RECORD REVIEW,S  ,01/29/1987,N  
GAD003302064,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/23/1985,N  
GAD033842543,GA,001,FRR,FINANCIAL RECORD REVIEW,S  ,08/16/1991,N  
