TRI Facility Name,TRI Facility ID,Year,Census Tract,Latitude,Longitude,Releases (lb),Waste Managed (lb),RSEI Hazard,# of TRI Facilities
KUBOTA MANUFACTURING OF AMERICA CORP,30501KBTMN2715R,2021,13139000602,34.34807,-83.78114,32.02,"454,435.48","1,541,435",1
DANIEL DEFENSE INC,3130WDNLDF11WAR,2022,13029920101,32.146144,-81.488918,32,"4,241.00","736,000",1
CHART  INC,30114MVNCXI575A,2023,13057090402,34.29775,-84.42105,31.51,"37,951.51","258,142,850",1
SHAW INDUSTRIES GROUP INC PLANT 1/3,30720SHWNDEASTF,2022,13313001300,34.7632,-84.96228,31,31,"10,850,000",1
WIKA INSTRUMENT LP,30243WKNST1000W,2021,13135050562,33.96163,-84.05268,31,"149,250.00","36,335,182",1
TENASKA GEORGIA PARTNERS LP,30217TNSKGGEORG,2022,13149970100,33.351747,-84.999095,30.1,30.1,"361,200",1
HEATCRAFT REFRIGERATION PRODUC TS INC.,31794HTCRF420SO,2023,13277960900,31.41364,-83.48369,30,"239,263.00","45,000",1
INNOVATIVE CHEMICAL TECHNOLOGIES INC,30906NTRNT3005I,2021,13245010706,33.349167,-81.964722,30,30,"269,375,000",1
SENNECA HOLDINGS (HMF EXPRESS),3036WSNNCH2684P,2021,-,33.924426,-84.277104,30,"106,522.00","25,302,000",1
SENNECA HOLDINGS (HMF EXPRESS),3036WSNNCH2684P,2022,-,33.924426,-84.277104,30,"128,667.00","25,302,000",1
ANCHOR GLASS CONTAINER CORPORATION-WARNER ROBINS,31088NCHRGBOOTH,2023,13153021118,32.586745,-83.591784,29.75,29.75,"660,000",1
WILLIAM C. MEREDITH CO. INC.,30344WLLMC2335L,2022,13121011203,33.690724,-84.440188,28.65,"1,269.18","11,471,265",1
BRIGGS & STRATTON LLC,30458BRGGS7251Z,2021,13031110302,32.38411,-81.84464,28.49,28.49,"212,740",1
GOLDENS' FOUNDRY & MACHINE CO,31015WSCST402GE,2022,13081010300,31.96346,-83.727603,28.22,"12,765.22","42,330",1
INNOVATIVE CHEMICAL TECHNOLOGIES INC,30906NTRNT3005I,2022,13245010706,33.349167,-81.964722,28.2,28.2,"250,025,000",1
CLOROX PRODUCTS MANUFACTURING CO,30050CLRXC17LAK,2022,13063040308,33.627222,-84.386839,27.82,223.36,"5,007",1
GREAT DANE TRAILERS,3045WGRTDN177GA,2021,13031110302,32.392863,-81.834755,27.21,27.21,"9,523,500",1
GREAT DANE TRAILERS,3045WGRTDN177GA,2022,13031110302,32.392863,-81.834755,27.21,27.21,"9,523,500",1
STERILIZATION SERVICES OF GEORGIA,30336STRLZ6005B,2021,13121010313,33.72623,-84.58422,26.65,"384,358.55","293,150,000",1
GOLD BOND BUILDING PRODUCTS - SAVANNAH,31418GLDBNBRAMP,2023,13051010601,32.10819,-81.14691,26.5,26.5,"609,500",1
SKYLINE STEEL LLC-CARTERSVILLE,3012WSKYLN19DEN,2022,13015960403,34.21975,-84.79679,25.7,"14,179.70","308,401",1
GOLDENS' FOUNDRY & MACHINE CO,31901GLDNS60012,2022,13215011100,32.46856,-84.98474,25.51,"13,753.51","38,265",1
CLOROX PRODUCTS MANUFACTURING CO,30050CLRXC17LAK,2023,13063040308,33.627222,-84.386839,25.35,203.34,"4,563",1
SKYLINE STEEL LLC-CARTERSVILLE,3012WSKYLN19DEN,2023,13015960403,34.21975,-84.79679,25.22,"7,572.55","302,641",1
CONTRACT PACKAGING INC,30014CNTRC13100,2022,13217100301,33.61608,-83.82756,25,25,"39,838",1
KOYO BEARINGS NA LLC-CAIRO PLANT,31728TRRNG2525T,2023,13131950402,30.885684,-84.178034,25,25,73,1
RYERSON INC.,3007WRYRSN44PEA,2023,-,33.97527,-84.17859,24.35,"770,662.35","61,786,340",1
GCP APPLIED TECHNOLOGIES INC,30903WRGRC733LA,2021,13245010602,33.45056,-81.92405,24,24,"6,480",1
GCP APPLIED TECHNOLOGIES INC,30903WRGRC733LA,2022,13245010602,33.45056,-81.92405,24,24,"6,480",1
GCP APPLIED TECHNOLOGIES INC,30903WRGRC733LA,2023,13245010602,33.45056,-81.92405,24,24,"6,480",1
U.S. MARINE CORPS MCAS BEAUFORT TOWNSEND BOMBING RANGE,31331SMRNCHWY57,2023,13191980000,31.55666,-81.56944,23.9,23.9,"430,200",1
SKYLINE STEEL LLC-CARTERSVILLE,3012WSKYLN19DEN,2021,13015960403,34.21975,-84.79679,23.3,"74,353.60","282,900",1
SAFETY-KLEEN SYSTEMS MORROW (MOR),30360SFTYK7027C,2021,13063040424,33.56282,-84.34125,23.2,"67,776.10","8,510,009",1
ROPER CORP,30728RPRCR1507B,2021,13295020903,34.686521,-85.3014,23.08,"140,363.08","54,425",1
CANTRELL GAINCO,3050WCNTRL2579M,2021,-,34.28214,-83.80133,23,"18,767.00","226,740,000",1
ADVANCED STEEL TECHNOLOGY,30161KTSSH300WH,2023,13115000100,34.32665,-85.09876,22.66,"146,022.66","271,920",1
PROFORM FINISHING PRODUCTS - ATLANTA,30096NWNGC4125B,2023,13135050324,33.974071,-84.167043,22.49,22.49,"496,389",1
ADVANCED STEEL TECHNOLOGY,30161KTSSH300WH,2022,13115000100,34.32665,-85.09876,21.21,"157,021.21","1,916,100",1
CARLISLE POLYURETHANE SYSTEMS,30120BRTNP100EN,2021,13015960901,34.14721,-84.83538,20,"13,431.00","1,800",1
KOYO BEARINGS NA LLC-CAIRO PLANT,31728TRRNG2525T,2021,13131950402,30.885684,-84.178034,20,20,72,1
SHAW INDUSTRIES GROUP INC PLANT WE,30705SHWND616DU,2023,13213010402,34.787428,-84.790234,20,20,"7,000,000",1
DREXEL CHEMICAL GW WAREHOUSE FACILITY,3101WDRXLC31EAS,2022,13081010300,31.96527,-83.73478,19.77,121.3,"152,179",1
U.S. MARINE CORPS MCAS BEAUFORT TOWNSEND BOMBING RANGE,31331SMRNCHWY57,2022,13191980000,31.55666,-81.56944,18.6,18.6,"334,800",1
SYNTHETIC TURF RESOURCES CORP,30721BLFBR750CA,2023,13313001200,34.711894,-84.973714,18,18,"6,300,000",1
WHEELABRATOR,30240THWHL1606E,2023,13285960904,33.00745,-85.06252,16.49,"12,152.49","197,880",1
DREXEL CHEMICAL CO,31015DRXLCHIGHW,2022,13081010300,31.954392,-83.716743,16.27,257.74,"1,170",1
EVOQUA WATER TECHNOLOGIES LLC,31792SFLTR1828M,2021,13275960900,30.83308,-83.9518,16.24,"57,602.24","169,115,700",1
JOHN DEERE COMMERCIAL PRODUCTS,30813JHNDR700HO,2021,13073030505,33.46765,-82.19086,15.78,"9,662.38","5,733",1
UNIVERSAL TEXTILE TECHNOLOGIES,30720CSTMC204WE,2022,13313001200,34.73672,-84.96898,15.7,15.7,"5,495,000",1
UNIVERSAL TEXTILE TECHNOLOGIES,30720CSTMC204WE,2023,13313001200,34.73672,-84.96898,15.7,15.7,"5,495,000",1
UNIVERSAL TEXTILE TECHNOLOGIES,30720CSTMC204WE,2021,13313001200,34.73672,-84.96898,15.6,15.6,"5,460,000",1
MAIN STEEL POLISHING CO INC,3031WMNSTL761BE,2022,13121011801,33.77513,-84.41291,15.24,"116,115.24","174,393,900",1
CLAUDE HOWARD LUMBER CO INC,30458CLDHW600PA,2022,13031110500,32.4341,-81.7751,15.2,15.2,"349,600",1
ASTEC,3074WSTCXX2WGRD,2023,13295020200,34.98409,-85.28828,15,"15,821.00","54,160,000",1
HANWHA Q CELLS USA INC,3072WHNWHQ3NEXU,2021,-,34.664606,-84.981568,15,"24,948.00","345,000",1
METALPLATE GALVANIZING LP,30336MTLPL500SE,2023,13121007805,33.74632,-84.54594,15,"733,260.00","1,017",1
SCOTT G. WILLIAMS LLC,30207SCTTG2111G,2023,13247060310,33.683976,-84.054444,15,15,"68,000",1
CLAUDE HOWARD LUMBER CO INC,30458CLDHW600PA,2021,13031110500,32.4341,-81.7751,14.92,14.92,"343,160",1
CLAUDE HOWARD LUMBER CO INC,30458CLDHW600PA,2023,13031110500,32.4341,-81.7751,14.9,14.9,"342,700",1
EVOQUA WATER TECHNOLOGIES LLC,31792SFLTR1828M,2023,13275960900,30.83308,-83.9518,14.03,"63,481.95","146,114,700",1
SOLVAY SPECIALTY POLYMERS USA LLC-ALPHARETTA,3000WSLVYS45MCG,2021,13117130603,34.10025,-84.21795,14,"89,343.00",0,1
STRUKTOL CO OF AMERICA LLC,3018WSTRKT15IND,2022,13045910106,33.741581,-84.938684,13.5,13.5,"5,265,000",1
MICROMERITICS INSTRUMENT CORP,3009WMCRMR4356C,2023,-,33.935828,-84.147783,13.2,535,"158,400",1
HOSHIZAKI AMERICA INC,30269HSHZK618HW,2022,13113140308,33.36779,-84.56572,13.16,"590,305.16","111,653",1
WABASH NATIONAL L.P.,3022WSPRMS251US,2023,13231010102,33.173414,-84.266467,13,"12,159.00","74,114,000",1
PANASONIC ENERGY CORPORATION OF AMERICA MATERIALS DIVISION,31907MTSSH1MUTE,2021,13215010605,32.4941,-84.86966,12.7,"1,605.70","10,416,137",1
MODERN DISPERSIONS SOUTH INC.,3175WMDRND32EDW,2021,13017960502,31.679562,-83.255502,12.4,10,"60,740",1
CLEAN CONTROL CORP,3108WCLNCN14BTH,2023,-,32.58984,-83.59848,12.35,12.9,0,1
U.S. DOD USAFR DOBBINS ARB,30069SRFRC91IND,2021,13067030508,33.973487,-84.53804,12,20,"283,000",1
STRUKTOL CO OF AMERICA LLC,3018WSTRKT15IND,2023,13045910106,33.741581,-84.938684,11.6,11.6,"4,524,000",1
SHIROKI-GA LLC,3072WSHRKG13VET,2023,13313000401,34.79696,-84.95608,11,"17,311.00","132,000",1
STERIGENICS US LLC-ATLANTA GA FACILITY,30080GRFFT2973O,2022,13067031214,33.831379,-84.468191,11,"518,631.00","121,000,000",1
CANTRELL GAINCO,3050WCNTRL2579M,2022,-,34.28214,-83.80133,10.76,"8,430.76","157,311,200",1
CMP CORP,30083CRLYT1440R,2021,13089021913,33.822169,-84.183966,10.03,"93,610.03","15,045",1
CMP CORP,30083CRLYT1440R,2022,13089021913,33.822169,-84.183966,10.01,"39,279.01","8,015",1
ATLAS ROOFING CORP,30240TLSNR1303O,2021,13285960904,32.9969,-85.0464,10,10,"3,500,000",1
ATLAS ROOFING CORP,30240TLSNR1303O,2022,13285960904,32.9969,-85.0464,10,10,"3,500,000",1
BOLD FORMULATORS LLC TIFTON PLANT,31794BLDCRMAGNO,2022,13277960900,31.41402,-83.49353,10,10,88,1
BOLD FORMULATORS OCILLA PLANT,31774BLDCRHWY12,2022,13155950202,31.62636,-83.24965,10,10,88,1
CONTRACT PACKAGING INC,30014CNTRC13100,2023,13217100301,33.61608,-83.82756,10,10,88,1
ELIXIR DOOR & METALS CO,31533LXRNDSOUTH,2021,13069010701,31.49365,-82.86137,10,10,0,1
ELIXIR DOOR & METALS CO,31533LXRNDSOUTH,2022,13069010701,31.49365,-82.86137,10,10,0,1
ELIXIR DOOR & METALS CO,31533LXRNDSOUTH,2023,13069010701,31.49365,-82.86137,10,10,0,1
FIELD TURF,30701SPRNGNINDU,2021,13129970301,34.54717,-84.92942,10,10,88,1
GOODWIN CO.,30243GDWNC700PR,2021,13135050583,33.986057,-83.966639,10,10,"1,800",1
GOODWIN CO.,30243GDWNC700PR,2022,13135050583,33.986057,-83.966639,10,10,"1,800",1
GOODWIN CO.,30243GDWNC700PR,2023,13135050583,33.986057,-83.966639,10,10,"1,800",1
H. WILSON MANUFACTURING CO. INC.,3054WHWLSNPBX48,2021,13157010701,34.163415,-83.562724,10,10,70,1
H. WILSON MANUFACTURING CO. INC.,3054WHWLSNPBX48,2022,13157010701,34.163415,-83.562724,10,10,70,1
H. WILSON MANUFACTURING CO. INC.,3054WHWLSNPBX48,2023,13157010701,34.163415,-83.562724,10,10,70,1
KELLY PRODUCTS INC,30014KMTSF14481,2021,13217100301,33.60934,-83.82202,10,10,"1,001,450",1
KELLY PRODUCTS INC,30014KMTSF14481,2022,13217100301,33.60934,-83.82202,10,10,"1,001,450",1
KOYO BEARINGS NA LLC-CAIRO PLANT,31728TRRNG2525T,2022,13131950402,30.885684,-84.178034,10,10,2,1
PATTERSON PUMP CO,30577PTTRSHWY12,2021,13257970401,34.550694,-83.401446,10,"209,223.00","7,536",1
STRUKTOL CO OF AMERICA LLC,3018WSTRKT15IND,2021,13045910106,33.741581,-84.938684,10,10,"3,900,000",1
ARROWSTAR,3072WRRWST1815S,2021,13313001200,34.74293,-84.9629,9.23,9.53,63,1
HOSHIZAKI AMERICA INC,30269HSHZK618HW,2021,13113140308,33.36779,-84.56572,9.21,"800,607.21","64,876",1
ARROWSTAR,3072WRRWST1815S,2022,13313001200,34.74293,-84.9629,9.03,9.03,63,1
WHEELABRATOR,30240THWHL1606E,2022,13285960904,33.00745,-85.06252,9.03,"57,699.03","108,360",1
FANELLO INDUSTRIES,30553FNLLN5EMAI,2021,13119890101,34.42009,-83.09848,9,"236,032.00","97,500",1
MAIN STEEL POLISHING CO INC,3031WMNSTL761BE,2023,13121011801,33.77513,-84.41291,8.81,"64,907.81","98,063,700",1
JOHN DEERE COMMERCIAL PRODUCTS,30813JHNDR700HO,2023,13073030505,33.46765,-82.19086,8.4,"1,388.60","3,000",1
TD AUTOMOTIVE COMPRESSOR GEORGIA LLC,30567TDTMT1VALE,2022,13157010200,34.17862,-83.6384,8.33,8.33,"7,428,974",1
OXERRA AMERICAS LLC,3090WVNTRM1895D,2023,13245010602,33.3873,-81.97464,8.24,8.24,340,1
SCOTT G. WILLIAMS LLC,30207SCTTG2111G,2021,13247060310,33.683976,-84.054444,8.19,8.19,"60,992",1
WABASH NATIONAL L.P.,3022WSPRMS251US,2021,13231010102,33.173414,-84.266467,8,"13,211.00","15,622,000",1
SCOTT G. WILLIAMS LLC,30207SCTTG2111G,2022,13247060310,33.683976,-84.054444,7.88,7.88,"53,495",1
OXERRA AMERICAS LLC,3090WVNTRM1895D,2022,13245010602,33.3873,-81.97464,7.68,7.7,284,1
TRANE,30474TRNXX712MC,2022,13279970400,32.19947,-82.38501,7.67,"976,407.67","1,362,259",1
THE PROCTER & GAMBLE PAPER PRODUCTS CO,31702THPRCUSROU,2021,13095010702,31.5491,-84.1078,7.56,9.07,"169,048",1
PANASONIC ENERGY CORPORATION OF AMERICA MATERIALS DIVISION,31907MTSSH1MUTE,2023,13215010605,32.4941,-84.86966,7.48,602.48,"5,766,116",1
INTERFOR U.S. INC. - EATONTON DIV,31024RYNRT370DE,2022,13237960302,33.24159,-83.36011,7.4,18.95,"170,200",1
OXERRA AMERICAS LLC,3090WVNTRM1895D,2021,13245010602,33.3873,-81.97464,7.36,7.36,283,1
INTERFOR U.S. INC. MELDRIM DIV,31318NTRNT911OL,2023,13103030401,32.136787,-81.38929,7.24,7.24,"166,520",1
GAF,3045WGFCRP52JIM,2022,13031110302,32.386628,-81.835713,7.14,80.43,"2,499,000",1
MODERN DISPERSIONS SOUTH INC.,3175WMDRND32EDW,2022,13017960502,31.679562,-83.255502,7.03,7.03,703,1
ALLIED UNIVERSAL CORP,31520LLDNVRT1BO,2021,13127001001,31.112112,-81.548129,7,7,"161,000",1
ALLIED UNIVERSAL CORP,31520LLDNVRT1BO,2022,13127001001,31.112112,-81.548129,7,7,"161,000",1
ALLIED UNIVERSAL CORP,31520LLDNVRT1BO,2023,13127001001,31.112112,-81.548129,7,7,"161,000",1
THE PROCTER & GAMBLE PAPER PRODUCTS CO,31702THPRCUSROU,2022,13095010702,31.5491,-84.1078,6.72,6.78,"123,302",1
TRANE,30474TRNXX712MC,2023,13279970400,32.19947,-82.38501,6.68,"916,262.68","981,017",1
DREXEL CHEMICAL CO,31015DRXLCHIGHW,2023,13081010300,31.954392,-83.716743,6.66,88.11,"34,098",1
TRANE,30474TRNXX712MC,2021,13279970400,32.19947,-82.38501,6.64,"4,747.51","1,144,825",1
MEYN AMERICA LLC,3010WMYNMR1EVEN,2021,13057090402,34.29374,-84.42616,6.56,"110,663.56","43,441,823",1
SHAW INDUSTRIES GROUP INC PLANT WE,30705SHWND616DU,2022,13213010402,34.787428,-84.790234,6.41,6.41,"2,243,500",1
MEYN AMERICA LLC,3010WMYNMR1EVEN,2022,13057090402,34.29374,-84.42616,6.17,"116,873.17","44,976,636",1
JOHN DEERE COMMERCIAL PRODUCTS,30813JHNDR700HO,2022,13073030505,33.46765,-82.19086,6.01,"4,356.06","2,751",1
CANTRELL GAINCO,3050WCNTRL2579M,2023,-,34.28214,-83.80133,6,"5,281.00","87,720,000",1
HOSHIZAKI AMERICA INC,30269HSHZK618HW,2023,13113140308,33.36779,-84.56572,6,"535,891.15","33,182",1
PANASONIC ENERGY CORPORATION OF AMERICA MATERIALS DIVISION,31907MTSSH1MUTE,2022,13215010605,32.4941,-84.86966,5.82,"1,470.82","5,208,020",1
INTERFOR US INC SWAINSBORO DIV,3040WNTRFR8796H,2023,13107970602,32.510633,-82.332741,5.61,12.14,"129,030",1
MEYN AMERICA LLC,3010WMYNMR1EVEN,2023,13057090402,34.29374,-84.42616,5.53,"115,481.53","40,678,614",1
INTERFOR US INC SWAINSBORO DIV,3040WNTRFR8796H,2022,13107970602,32.510633,-82.332741,5.49,11.87,"126,270",1
CMP CORP,30083CRLYT1440R,2023,13089021913,33.822169,-84.183966,5.01,"129,670.01","7,515",1
BULL MOOSE TUBE CO,30752BLLMS300IN,2021,13083040103,34.87971,-85.5001,5,"5,801.00","60,000",1
BULL MOOSE TUBE CO,30752BLLMS300IN,2022,13083040103,34.87971,-85.5001,5,"10,701.00","60,000",1
BULL MOOSE TUBE CO,30752BLLMS300IN,2023,13083040103,34.87971,-85.5001,5,"1,131.00","60,000",1
KELLY PRODUCTS INC,30014KMTSF14481,2023,13217100301,33.60934,-83.82202,5,5,"1,000,000",1
MILSCO MANUFACTURING CO,30824MLSCM194SU,2021,13189950401,33.447239,-82.518076,5,"28,483.00","1,750,000",1
MILSCO MANUFACTURING CO,30824MLSCM194SU,2022,13189950401,33.447239,-82.518076,5,"10,954.00","1,750,000",1
MILSCO MANUFACTURING CO,30824MLSCM194SU,2023,13189950401,33.447239,-82.518076,5,5,"1,750,000",1
PATTERSON PUMP CO,30577PTTRSHWY12,2023,13257970401,34.550694,-83.401446,5,"136,942.00",36,1
SYNTHETIC TURF RESOURCES CORP,30721BLFBR750CA,2021,13313001200,34.711894,-84.973714,5,5,"1,750,000",1
SYNTHETIC TURF RESOURCES CORP,30721BLFBR750CA,2022,13313001200,34.711894,-84.973714,5,5,"1,750,000",1
USNR BAXLEY,3151WSNRBX17FRS,2023,-,31.771964,-82.316174,5,"6,276.00","60,000",1
WABASH NATIONAL L.P.,3022WSPRMS251US,2022,13231010102,33.173414,-84.266467,5,"15,201.00","15,586,000",1
BATTLE LUMBER CO INC,3047WBTTLL11261,2023,13163960400,32.857757,-82.393239,4.84,4.84,"111,320",1
BATTLE LUMBER CO INC,3047WBTTLL11261,2022,13163960400,32.857757,-82.393239,4.7,4.7,"108,100",1
PROMOD MANUFACTURING,3180WSNBLT63NBR,2023,-,32.22982,-84.307141,4.56,4.56,"104,880",1
TEXPAR BAINBRIDGE TERMINAL,31717TXPRN268IN,2022,13087970302,30.977328,-84.627958,4.52,4.52,"1,758,560",1
TEXTRON AVIATION/MCCAULEY FACILITY,31907PRCSN4800C,2021,13215010502,32.51349,-84.87934,4.42,4.42,"101,660",1
MICROMERITICS INSTRUMENT CORP,3009WMCRMR4356C,2022,-,33.935828,-84.147783,4.4,380,"52,800",1
US DHS FLETC GLYNCO GA,31524STRSRFLETC,2021,13127000405,31.227502,-81.464406,4.34,"159,753.34","99,857",1
SAFETY-KLEEN SYSTEMS NORCROSS (NGA),3007WSFTYK48SUT,2023,13135050324,33.96669,-84.18989,4.3,"140,429.10","117,035",1
CANFOR SOUTHERN PINE - MOULTRIE GA,31768BDLSL9006T,2023,13071970400,31.18925,-83.7837,4.29,4.29,"98,670",1
BATTLE LUMBER CO INC,3047WBTTLL11261,2021,13163960400,32.857757,-82.393239,4.27,4.27,"98,210",1
STEEL KING INDUSTRIES INC.,30161STLKN30FLO,2023,13115001800,34.17542,-85.19673,4.19,"3,083.19","3,385,250",1
CANFOR SOUTHERN PINE - MOULTRIE GA,31768BDLSL9006T,2022,13071970400,31.18925,-83.7837,4.08,4.08,"93,840",1
ILLINOIS TOOL WORKS CONTAMINATION CONTROL ELECTRONICS,30144CHMTR1825C,2021,13067030249,33.991885,-84.612436,4,4,"52,000",1
U.S. DOD USAFR DOBBINS ARB,30069SRFRC91IND,2022,13067030508,33.973487,-84.53804,4,17,"48,000",1
USNR BAXLEY,3151WSNRBX17FRS,2021,-,31.771964,-82.316174,4,"8,423.00","48,000",1
USNR BAXLEY,3151WSNRBX17FRS,2022,-,31.771964,-82.316174,4,"8,347.00","48,000",1
CJB INDUSTRIES INC CW PLANT,3160WCJBND2224C,2022,13185010604,30.84615,-83.24873,3.92,"2,507.92","11,289",1
US DHS FLETC GLYNCO GA,31524STRSRFLETC,2022,13127000405,31.227502,-81.464406,3.74,"140,428.64","86,105",1
BEASLEY FOREST PRODUCTS INC.,3153WBSLYF712UV,2022,13161960202,31.90647,-82.56077,3.65,3.65,"83,950",1
US DHS FLETC GLYNCO GA,31524STRSRFLETC,2023,13127000405,31.227502,-81.464406,3.64,"192,059.68","83,720",1
STEEL KING INDUSTRIES INC.,30161STLKN30FLO,2022,13115001800,34.17542,-85.19673,3.56,"2,472.56","2,864,444",1
CANFOR SOUTHERN PINE - MOULTRIE GA,31768BDLSL9006T,2021,13071970400,31.18925,-83.7837,3.41,3.41,"78,430",1
STEEL KING INDUSTRIES INC.,30161STLKN30FLO,2021,13115001800,34.17542,-85.19673,3.39,"2,281.39","2,622,652",1
SPECIALIZED STRUCTURES INC.,3165WSNBLT24SPR,2022,-,31.307485,-83.030858,3.38,3.38,"77,740",1
EXLABESA EXTRUSION TIFTON INC.,31793TFTNLSOUTH,2022,13277960900,31.4171,-83.49488,3.3,"605,438.30","139,477",1
TEXPAR BAINBRIDGE TERMINAL,31717TXPRN268IN,2023,13087970302,30.977328,-84.627958,3.22,3.22,"1,253,854",1
OLDCASTLE PRECAST INC,30265NDRWC27AML,2022,13077170308,33.40221,-84.74816,3.1,19.7,"55,800",1
PROMOD MANUFACTURING,3180WSNBLT63NBR,2022,-,32.22982,-84.307141,3.04,3.04,"69,920",1
SAFETY-KLEEN SYSTEMS NORCROSS (NGA),3007WSFTYK48SUT,2022,13135050324,33.96669,-84.18989,3,"147,000.70",26,1
EXLABESA EXTRUSION TIFTON INC.,31793TFTNLSOUTH,2021,13277960900,31.4171,-83.49488,2.71,"601,581.71","123,038",1
SOUTHERN CONCRETE MATERIALS-BLAIRSVILLE PLANT,3051WSTHRN266LW,2021,13291000204,34.86346,-84.01571,2.68,2.68,"61,541",1
BEASLEY FOREST PRODUCTS INC.,3153WBSLYF712UV,2021,13161960202,31.90647,-82.56077,2.62,2.62,"60,260",1
EXLABESA EXTRUSION TIFTON INC.,31793TFTNLSOUTH,2023,13277960900,31.4171,-83.49488,2.5,"482,903.50","122,487",1
OLDCASTLE PRECAST INC,30265NDRWC27AML,2021,13077170308,33.40221,-84.74816,2.2,14,"39,600",1
INTERFOR U.S. INC. MELDRIM DIV,31318NTRNT911OL,2021,13103030401,32.136787,-81.38929,2.18,2.18,"50,140",1
SOUTHERN CONCRETE MATERIALS-MCCAYSVILLE PLANT,3055WSTHRN366MC,2021,13111050200,34.960308,-84.374336,2.08,2.08,"47,833",1
SOUTHERN CONCRETE MATERIALS-MCCAYSVILLE PLANT,3055WSTHRN366MC,2022,13111050200,34.960308,-84.374336,2.05,2.05,"47,263",1
GEORGIA MINERAL OPERATIONS,3155WGRGMNZERBA,2022,13229960100,31.4188,-82.10178,2,2,"36,000",1
NIDEC ELESYS AMERICA CORP,30024KTLCM70CRE,2021,13135050565,34.025793,-84.040203,2,2,"46,000",1
NORTH AMERICAN KITCHEN SOLUTIONS INC.,3013WNRTHM515IN,2023,-,33.946339,-84.818849,2,"25,643.00","3,440,000",1
OLDCASTLE PRECAST INC,30083LDCST4478G,2022,13089021910,33.832536,-84.204821,2,192.3,"36,000",1
SAFETY-KLEEN SYSTEMS NORCROSS (NGA),3007WSFTYK48SUT,2021,13135050324,33.96669,-84.18989,2,"82,840.50",18,1
U.S. DOD USAFR DOBBINS ARB,30069SRFRC91IND,2023,13067030508,33.973487,-84.53804,2,7,"24,000",1
INTERFOR U.S. INC. MELDRIM DIV,31318NTRNT911OL,2022,13103030401,32.136787,-81.38929,1.87,1.87,"43,010",1
OLDCASTLE PRECAST INC,30265NDRWC27AML,2023,13077170308,33.40221,-84.74816,1.5,22,"27,000",1
DREXEL CHEMICAL GW WAREHOUSE FACILITY,3101WDRXLC31EAS,2023,13081010300,31.96527,-83.73478,1.43,124.39,"7,847",1
ARROWSTAR,3072WRRWST1815S,2023,13313001200,34.74293,-84.9629,1.43,2.3,0,1
CJB INDUSTRIES INC CW PLANT,3160WCJBND2224C,2023,13185010604,30.84615,-83.24873,1.37,"1,123.37","3,270",1
QUIKRETE - ATLANTA GA PLANT,3005WQKRTT225ST,2023,-,33.749984,-84.076706,1.33,1.33,"30,590",1
ROPER CORP,30728RPRCR1507B,2022,13295020903,34.686521,-85.3014,1.3,"120,301.30","23,400",1
ERGON ASPHALT PARTNERS LP - BAINBRIDGE GA,31717RGNTR161SP,2022,13087970302,30.898528,-84.611028,1.2,1.2,"468,000",1
TEXPAR BAINBRIDGE TERMINAL,31717TXPRN268IN,2021,13087970302,30.977328,-84.627958,1.09,1.09,"81,172",1
ASTEC,3074WSTCXX2WGRD,2022,13295020200,34.98409,-85.28828,1.04,"36,121.04","1,308,000",1
HM SOUTHEAST CONCRETE LLC - GRIFFIN PLANT,3022WFRBRN15LIB,2021,-,33.173633,-84.260268,1.01,1.01,"23,184",1
ELITE COMFORT SOLUTIONS - N CHRISTOPHER CT,3026WLTFMX15NCH,2022,13077170308,33.40711,-84.74775,1,1,"350,000",1
GAF,3045WGFCRP52JIM,2023,13031110302,32.386628,-81.835713,1,1.43,"350,000",1
KIK (GEORGIA) LLC,30228CSTLC75GEO,2021,13151070503,33.408333,-84.290556,1,1,"23,000",1
KIK (GEORGIA) LLC,30228CSTLC75GEO,2022,13151070503,33.408333,-84.290556,1,1,"23,000",1
MAIN STEEL POLISHING CO INC,3031WMNSTL761BE,2021,13121011801,33.77513,-84.41291,1,"108,843.00","16,770,000",1
NORTH AMERICAN KITCHEN SOLUTIONS INC.,3013WNRTHM515IN,2021,-,33.946339,-84.818849,1,"4,292.00","1,720,000",1
NORTH AMERICAN KITCHEN SOLUTIONS INC.,3013WNRTHM515IN,2022,-,33.946339,-84.818849,1,"11,454.00","1,720,000",1
PAVESTONE - TYRONE GA PLANT,3029WPVSTN169PE,2021,-,33.497216,-84.58073,1,1,"23,000",1
QUIKRETE - ATLANTA GA PLANT,3005WQKRTT225ST,2021,-,33.749984,-84.076706,1,1,"23,000",1
QUIKRETE - ATLANTA GA PLANT,3005WQKRTT225ST,2022,-,33.749984,-84.076706,1,1,"23,000",1
SHAW INDUSTRIES INC. PLANT T8,3070WSHWND38SIN,2022,-,34.479196,-84.940753,1,1,"350,000",1
ERGON ASPHALT PARTNERS LP - BAINBRIDGE GA,31717RGNTR161SP,2021,13087970302,30.898528,-84.611028,1,1,"390,000",1
HM SOUTHEAST CONCRETE LLC - NEWNAN PLANT,3026WFRBRN37PIN,2021,13077170801,33.339351,-84.795962,0.97,0.97,"22,230",1
HM SOUTHEAST CONCRETE LLC - TYRONE PLANT,3029WFRBRN1PEGG,2021,13113140203,33.49602,-84.57894,0.95,0.95,"21,919",1
